genotype_confirmation,physical_id,mouseline,birthdate,deathdate,gender,genotype,phenotype,project_title,purpose,sacrificer,comment
Confirmed,7048B13,Lgr5/TOM,6/9/2017,11/10/2017,Female,"Lgr5(T/+), TOM(T/+)",Normal,Liver Tumor Project,Harvest (Liver and Small Intestine),"Alex, Shih Han",27 Sept'17: Begin DOX / 11 Oct'17: Harvested Liver and S.I
Confirmed,7048B14,Lgr5/TOM,6/9/2017,11/10/2017,Female,"Lgr5(+/+), TOM(T/+)",Normal,Liver Tumor Project,Harvest (Liver and Small Intestine),"Alex, Shih Han",27 Sept'17: Begin DOX / 11 Oct'17: Harvested Liver and S.I
Confirmed,6670B09,Lgr5/Kai/TOMATO,13/7/2017,3/11/2017,Female,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Shih Han,8 Aug'17: On DOX / 13 Sept'17: Changed to DOX Water as the mice were playing  and wasting DOX Feed / 3 Nov'17: Harvested Small Intestine and Liver for PFA
Confirmed,6670B10,Lgr5/Kai/TOMATO,13/7/2017,3/11/2017,Female,"Lgr5(T/+), Kai(+/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Shih Han,8 Aug'17: On DOX / 13 Sept'17: Changed to DOX Water as the mice were playing  and wasting DOX Feed / 3 Nov'17: Harvested Small Intestine and Liver for PFA
Confirmed,6670B11,Lgr5/Kai/TOMATO,13/7/2017,3/11/2017,Female,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Shih Han,8 Aug'17: On DOX / 13 Sept'17: Changed to DOX Water as the mice were playing  and wasting DOX Feed / 3 Nov'17: Harvested Small Intestine and Liver for PFA
Confirmed,6670C07,Lgr5/Kai/TOMATO,27/8/2017,3/11/2017,Female,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Shih Han,19 Sept'17: On DOX / 3 Nov'17: Harvested Small Intestine and Liver for PFA
Confirmed,6670C08,Lgr5/Kai/TOMATO,27/8/2017,3/11/2017,Female,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Shih Han,19 Sept'17: On DOX / 3 Nov'17: Harvested Small Intestine and Liver for PFA
Confirmed,6670C10,Lgr5/Kai/TOMATO,27/8/2017,3/11/2017,Female,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Shih Han,19 Sept'17: On DOX / 3 Nov'17: Harvested Small Intestine and Liver for PFA
Confirmed,8088B19,Krt5/Mcl-1,27/8/2017,10/11/2017,Female,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,FACS (Skin),Shih Han,10 Nov'17: Harvested for FACS
Confirmed,7590A02,Krt5/Mcl-1,29/9/2017,10/11/2017,Female,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,FACS (Skin),Shih Han,10 Nov'17: Harvested for FACS
Confirmed,4469I02,Lgr5-rttA-GFP,26/8/2017,10/11/2017,Male,Lgr5(T/+),N/A,TBC,,"Alex, Shih Han",Founder #28 /ETC159 treatment 31/10 - 10/11/2017
Confirmed,4469I03,Lgr5-rttA-GFP,26/8/2017,10/11/2017,Male,Lgr5(T/+),N/A,TBC,,"Alex, Shih Han",Founder #28 / ETC159 treatment 31/10 - 10/11/2017
Confirmed,4469I04,Lgr5-rttA-GFP,26/8/2017,10/11/2017,Male,Lgr5(T/+),N/A,TBC,,"Alex, Shih Han",Founder #28 / PEG treatment 31/10 - 10/11/2017
Confirmed,4469I07,Lgr5-rttA-GFP,26/8/2017,10/11/2017,Male,Lgr5(T/+),N/A,TBC,,"Alex, Shih Han",Founder #28 / PEG treatment 31/10 - 10/11/2017
,6668B05,Lgr5-rttA-GFP,27/7/2017,14/11/2017,Male,Lgr5(+/+),N/A,TBC,,,Founder #25
Confirmed,7103D01,Hogan/Mc1-1,6/8/2017,20/11/2017,Male,"Hogan(+/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,28 Aug'17: On TAM / 30 Aug'17: Shaved / 4 Sept'18: Stop TAM / 20 Nov'17: Harvested Back and Front Skin for IHC
Confirmed,7103D02,Hogan/Mc1-1,6/8/2017,20/11/2017,Male,"Hogan(KI/+), Mcl-1(fl/fl)",Partial Naked,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,28 Aug'17: On TAM / 30 Aug'17: Shaved / 4 Sept'18: Stop TAM / 20 Nov'17: Harvested Back and Front Skin for IHC
Confirmed,7103D03,Hogan/Mc1-1,6/8/2017,20/11/2017,Male,"Hogan(+/+), Mcl-1(+/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,28 Aug'17: On TAM / 30 Aug'17: Shaved / 4 Sept'18: Stop TAM / 20 Nov'17: Harvested Back and Front Skin for IHC
Confirmed,7501A08,Hogan/Mc1-1,12/8/2017,20/11/2017,Male,"Hogan(+/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,4 Sept'17: On TAM/ 6 Sept'17: Shaved / 11 Sept'17: Stop TAM / 20 Nov'17: Harvested Back and Front Skin for IHC
Confirmed,7501A09,Hogan/Mc1-1,12/8/2017,20/11/2017,Male,"Hogan(+/+), Mcl-1(fl/fl)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,4 Sept'17: On TAM/ 6 Sept'17: Shaved / 11 Sept'17: Stop TAM / 20 Nov'17: Harvested Back and Front Skin for IHC
Confirmed,7501A10,Hogan/Mc1-1,12/8/2017,20/11/2017,Male,"Hogan(KI/+), Mcl-1(fl/fl)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,4 Sept'17: On TAM/ 6 Sept'17: Shaved / 11 Sept'17: Stop TAM / 20 Nov'17: Harvested Back and Front Skin for IHC
Confirmed,7501A11,Hogan/Mc1-1,12/8/2017,20/11/2017,Male,"Hogan(KI/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,4 Sept'17: On TAM/ 6 Sept'17: Shaved / 11 Sept'17: Stop TAM / 20 Nov'17: Harvested Back and Front Skin for IHC
Confirmed,7103G01,Hogan/Mc1-1,16/9/2017,21/11/2017,Male,"Hogan(KI/+), Mcl-1(fl/fl)",Partial Naked,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,9 Oct'17: Begin TAM Feed / 11 Oct'17: Shave Hair /16 Oct'17: Stop TAM / 21 Nov'17: Harvested Back and Front Skin
Confirmed,7103G02,Hogan/Mc1-1,16/9/2017,21/11/2017,Male,"Hogan(+/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,9 Oct'17: Begin TAM Feed / 11 Oct'17: Shave Hair /16 Oct'17: Stop TAM / 21 Nov'17: Harvested Back and Front Skin
Confirmed,7103G04,Hogan/Mc1-1,16/9/2017,21/11/2017,Male,"Hogan(KI/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,9 Oct'17: Begin TAM Feed / 11 Oct'17: Shave Hair /16 Oct'17: Stop TAM / 21 Nov'17: Harvested Back and Front Skin
Confirmed,7103G05,Hogan/Mc1-1,16/9/2017,21/11/2017,Male,"Hogan(+/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,9 Oct'17: Begin TAM Feed / 11 Oct'17: Shave Hair /16 Oct'17: Stop TAM / 21 Nov'17: Harvested Back and Front Skin
Confirmed,7103G06,Hogan/Mc1-1,16/9/2017,21/11/2017,Male,"Hogan(KI/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,9 Oct'17: Begin TAM Feed / 11 Oct'17: Shave Hair /16 Oct'17: Stop TAM / 21 Nov'17: Harvested Back and Front Skin
Confirmed,7103G07,Hogan/Mc1-1,16/9/2017,21/11/2017,Female,"Hogan(+/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,9 Oct'17: Begin TAM Feed / 11 Oct'17: Shave Hair /16 Oct'17: Stop TAM / 21 Nov'17: Harvested Back and Front Skin
Confirmed,7103G08,Hogan/Mc1-1,16/9/2017,21/11/2017,Female,"Hogan(+/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,9 Oct'17: Begin TAM Feed / 11 Oct'17: Shave Hair /16 Oct'17: Stop TAM / 21 Nov'17: Harvested Back and Front Skin
Confirmed,7103G09,Hogan/Mc1-1,16/9/2017,21/11/2017,Female,"Hogan(KI/+), Mcl-1(fl/fl)",Partial Naked,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,9 Oct'17: Begin TAM Feed / 11 Oct'17: Shave Hair /16 Oct'17: Stop TAM / 21 Nov'17: Harvested Back and Front Skin
Confirmed,7103G10,Hogan/Mc1-1,16/9/2017,21/11/2017,Female,"Hogan(+/+), Mcl-1(fl/+)",Full Grown,MCl-1 Project,Harvest (Back and Front Skin),Shih Han,9 Oct'17: Begin TAM Feed / 11 Oct'17: Shave Hair /16 Oct'17: Stop TAM / 21 Nov'17: Harvested Back and Front Skin
Confirmed,7566D09,Gli1/Kai/MCl-1/TOMATO,31/8/2017,27/11/2017,Female,"Gli1(KI/+), Kai(T/+), Mcl-1(+/+), Tomato(KI/KI)",Paritally Naked,Gli1/MCl-1 Project,,Shih Han,FACS Analysis/ 25 Sept'17: Begin DOX / 27 Sept'17: Shaved the hair / 27 Nov'17: Harvested for FACS analysis
Confirmed,7566D10,Gli1/Kai/MCl-1/TOMATO,31/8/2017,27/11/2017,Female,"Gli1(+/+), Kai(T/+), Mcl-1(+/+), Tomato(KI/+)",Full Grown,Gli1/MCl-1 Project,,Shih Han,FACS Analysis/ 25 Sept'17: Begin DOX / 27 Sept'17: Shaved the hair / 27 Nov'17: Harvested for FACS analysis
Confirmed,7566D11,Gli1/Kai/MCl-1/TOMATO,31/8/2017,27/11/2017,Female,"Gli1(KI/+), Kai(+/+), Mcl-1(fl/+), Tomato(KI/+)",Paritally Naked,Gli1/MCl-1 Project,,Shih Han,FACS Analysis/ 25 Sept'17: Begin DOX / 27 Sept'17: Shaved the hair / 27 Nov'17: Harvested for FACS analysis
Confirmed,7566D12,Gli1/Kai/MCl-1/TOMATO,31/8/2017,27/11/2017,Female,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/fl), Tomato(KI/KI)",Paritally Naked,Gli1/MCl-1 Project,,Shih Han,FACS Analysis/ 25 Sept'17: Begin DOX / 27 Sept'17: Shaved the hair / 27 Nov'17: Harvested for FACS analysis
Confirmed,7566D13,Gli1/Kai/MCl-1/TOMATO,31/8/2017,27/11/2017,Female,"Gli1(+/+), Kai(+/+), Mcl-1(fl/+), Tomato(KI/+)",Paritally Naked,Gli1/MCl-1 Project,,Shih Han,FACS Analysis/ 25 Sept'17: Begin DOX / 27 Sept'17: Shaved the hair / 27 Nov'17: Harvested for FACS analysis
Confirmed,4123A05,Lgr5/TetO-Neu,1/10/2016,27/11/2017,Female,"Lgr5(T/+), TetONeu(T/+)",Liver Tumor,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex","On DOX food from 29/11/2016  /27 Nov'17: Harvested Liver and Small Intestine for PFA, Freeze down: Liver Tumor and Normal Liver"
Confirmed,4123A07,Lgr5/TetO-Neu,1/10/2016,27/11/2017,Female,"Lgr5(T/+), TetONeu(T/+)",Liver Tumor,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex","On DOX food from 29/11/2016  /27 Nov'17: Harvested Liver and Small Intestine for PFA, Freeze down: Liver Tumor and Normal Liver"
Confirmed,4123A09,Lgr5/TetO-Neu,1/10/2016,27/11/2017,Female,"Lgr5(T/+), TetONeu(T/+)",Liver Tumor,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex","On DOX food from 29/11/2016  /27 Nov'17: Harvested Liver and Small Intestine for PFA, Freeze down: Liver Tumor and Normal Liver"
Confirmed,2984B09,Lgr5/TOM,13/8/2016,27/11/2017,Male,"Lgr5(T/+), TOM(T/+)",Liver Tumor,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex","On DOX H2O from Sep 05, 16 and change to DOX food from Nov 17, 16 /27 Nov'17: Harvested Liver and Small Intestine for PFA, Freeze down: Liver Tumor and Normal Liver"
Confirmed,2984B10,Lgr5/TOM,13/8/2016,27/11/2017,Male,"Lgr5(T/+), TOM(T/+)",Normal,Liver Tumor Project,Harvest (Liver and Small Intestine),"Shih Han, Alex","On DOX H2O Sep 05, 16 and change to DOX food from Nov 17, 16  /27 Nov'17: Thin and Skinny, No obvious Tumor found, Harvested Liver and Small Intestine for PFA, Freeze down:  Normal Liver"
N/A,8088A07 E1/9035A F1,Krt5/Mcl-1,00/00/0000,7/12/2017,Unknown,"Krt5(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,
N/A,8088A07 E2/9035A F2,Krt5/Mcl-1,00/00/0000,7/12/2017,Unknown,"Krt5(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,
N/A,8088A07 E3/9035A F3,Krt5/Mcl-1,00/00/0000,7/12/2017,Unknown,"Krt5(+/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,
N/A,8088A07 E4/9035A F4,Krt5/Mcl-1,00/00/0000,7/12/2017,Unknown,"Krt5(T/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,
N/A,8088A07 E5/9035A F5,Krt5/Mcl-1,00/00/0000,7/12/2017,Unknown,"Krt5(+/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,
N/A,8088A07 E6/9035A F6,Krt5/Mcl-1,00/00/0000,7/12/2017,Unknown,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,
Confirmed,7179B10,Gli1/Kai/MCl-1/TOMATO,17/9/2017,11/12/2017,Male,"Gli1(+/+), Kai(+/+), Mcl-1(fl/+), Tomato(+/+)",N/A,Gli1/MCl-1 Project,,Hui San,
Confirmed,7179B11,Gli1/Kai/MCl-1/TOMATO,17/9/2017,11/12/2017,Male,"Gli1(+/+), Kai(+/+), Mcl-1(fl/+), Tomato(+/+)",N/A,Gli1/MCl-1 Project,,Hui San,
Confirmed,7179B12,Gli1/Kai/MCl-1/TOMATO,17/9/2017,11/12/2017,Male,"Gli1(KI/+), Kai(T/+), Mcl-1(fl/fl), Tomato(KI/+)",N/A,Gli1/MCl-1 Project,,Hui San,
Confirmed,7179B13,Gli1/Kai/MCl-1/TOMATO,17/9/2017,11/12/2017,Male,"Gli1(+/+), Kai(+/+), Mcl-1(fl/fl), Tomato(+/+)",N/A,Gli1/MCl-1 Project,,Hui San,
Confirmed,7179B14,Gli1/Kai/MCl-1/TOMATO,17/9/2017,11/12/2017,Female,"Gli1(KI/+), Kai(T/+), Mcl-1(fl/fl), Tomato(KI/+)",N/A,Gli1/MCl-1 Project,,Hui San,
Confirmed,7179B17,Gli1/Kai/MCl-1/TOMATO,17/9/2017,11/12/2017,Female,"Gli1(KI/KI), Kai(T/+), Mcl-1(fl/+), Tomato(KI/+)",N/A,Gli1/MCl-1 Project,,Hui San,
Confirmed,7179B18,Gli1/Kai/MCl-1/TOMATO,17/9/2017,11/12/2017,Female,"Gli1(KI/+), Kai(+/+), Mcl-1(fl/+), Tomato(KI/+)",N/A,Gli1/MCl-1 Project,,Hui San,
Confirmed,7179B19,Gli1/Kai/MCl-1/TOMATO,17/9/2017,11/12/2017,Female,"Gli1(KI/+), Kai(+/+), Mcl-1(fl/+), Tomato(+/+)",N/A,Gli1/MCl-1 Project,,Hui San,
Confirmed,7179B20,Gli1/Kai/MCl-1/TOMATO,17/9/2017,11/12/2017,Female,"Gli1(KI/KI), Kai(+/+), Mcl-1(fl/fl), Tomato(+/+)",N/A,Gli1/MCl-1 Project,,Hui San,
Confirmed,6670D02,Lgr5/Kai/TOMATO,22/9/2017,11/12/2017,Female,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,"Shih Han, Alex",
Confirmed,6432A06,Lgr5/Kai/TOMATO,10/10/2017,11/12/2017,Female,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,"Shih Han, Alex",
Confirmed,6432A07,Lgr5/Kai/TOMATO,10/10/2017,11/12/2017,Female,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,"Shih Han, Alex",
Confirmed,6432A09,Lgr5/Kai/TOMATO,10/10/2017,11/12/2017,Female,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,"Shih Han, Alex",
Confirmed,7601C10,Lgr5-rttA-GFP,8/12/2017,15/12/2017,Male,Lgr5(T/+),N/A,BrdU @p7,,Shih Han,
Confirmed,7601C11,Lgr5-rttA-GFP,8/12/2017,15/12/2017,Male,Lgr5(T/+),N/A,BrdU @p7,,Shih Han,
Confirmed,7601C12,Lgr5-rttA-GFP,8/12/2017,15/12/2017,Male,Lgr5(+/+),N/A,BrdU @p7,,Shih Han,
N/A,5668A07 E1,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A07 E2,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A07 E3,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A07 E4,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A07 E5,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A07 E6,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A07 E7,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A07 E8,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A07 E9,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A08 E1,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A08 E2,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A08 E3,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A08 E4,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A08 E5,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A08 E6,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A08 E7,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/+)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A08 E8,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(T/+), Gli1(KI/KI), Gli2(fl/fl)",Naked,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,5668A08 E9,Krt5/Gli1/Gli2,00/00/0000,18/12/2017,Unknown,"Krt5(+/+), Gli1(KI/KI), Gli2(fl/fl)",N/A,Gli1/Gli2 Project,Harvest (Skin),Shih Han,
N/A,6658B01,Lgr5-rttA-GFP,26/10/2017,19/12/2017,Male,Lgr5(+/+),N/A,TBC,,Hui San,
N/A,6658B04,Lgr5-rttA-GFP,26/10/2017,19/12/2017,Male,Lgr5(T/+),N/A,TBC,,Hui San,
N/A,6658B05,Lgr5-rttA-GFP,26/10/2017,19/12/2017,Male,Lgr5(+/+),N/A,TBC,,Hui San,
N/A,6658B06,Lgr5-rttA-GFP,26/10/2017,19/12/2017,Male,Lgr5(+/+),N/A,TBC,,Hui San,
N/A,6658B14,Lgr5-rttA-GFP,26/10/2017,19/12/2017,Female,Lgr5(+/+),N/A,TBC,,Hui San,
N/A,6658B19,Lgr5-rttA-GFP,26/10/2017,19/12/2017,Female,Lgr5(+/+),N/A,TBC,,Hui San,
N/A,6658B20,Lgr5-rttA-GFP,26/10/2017,19/12/2017,Female,Lgr5(+/+),N/A,TBC,,Hui San,
Confirmed,7636C11,Hogan/Gli1/Gli2,10/9/2017,20/12/2017,Female,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/+)",TBC,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,7636C12,Hogan/Gli1/Gli2,10/9/2017,20/12/2017,Female,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/fl)",TBC,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,7636C13,Hogan/Gli1/Gli2,10/9/2017,20/12/2017,Female,"Hogan(+/+), Gli1(KI/KI), Gli2(+/+)",TBC,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B00,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Female,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/fl)",Full Grown,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B01,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Male,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/fl)",Full Grown,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B02,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Male,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B03,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Male,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B07,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Male,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B10,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Male,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/fl)",Full Grown,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
"Hogan(+/+), Gli1 (KI/KI), Gli2 (fl/fl)",6650B12,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Male,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/fl)",Full Grown,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B13,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Female,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/fl)",Partial Naked,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B14,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Female,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B18,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Female,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/fl)",Partial Naked,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B19,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Female,"Hogan(+/+), Gli1(KI/KI), Gli2(fl/+)",Full Grown,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,6650B20,Hogan/Gli1/Gli2,3/10/2017,20/12/2017,Female,"Hogan(KI/+), Gli1(KI/KI), Gli2(fl/fl)",Partial Naked,Gli1/Gli2 Project,Harvest (Back and Front Skin),"Shih Han, Alex",
Confirmed,7103J06,Hogan/Mc1-1,23/11/2017,22/12/2017,Female,"Hogan(+/+), Mcl-1(fl/+)",TBC,MCl-1 Project,Harvest (Back Skin),"Shih Han, Alex",
Confirmed,7103J07,Hogan/Mc1-1,23/11/2017,22/12/2017,Female,"Hogan(KI/+), Mcl-1(fl/fl)",TBC,MCl-1 Project,Harvest (Back Skin),"Shih Han, Alex",
Confirmed,7103J08,Hogan/Mc1-1,23/11/2017,22/12/2017,Female,"Hogan(KI/+), Mcl-1(fl/+)",TBC,MCl-1 Project,Harvest (Back Skin),"Shih Han, Alex",
Confirmed,7103J11,Hogan/Mc1-1,23/11/2017,22/12/2017,Male,"Hogan(KI/+), Mcl-1(fl/fl)",TBC,MCl-1 Project,Harvest (Back Skin),"Shih Han, Alex",
Confirmed,7103J12,Hogan/Mc1-1,23/11/2017,22/12/2017,Male,"Hogan(+/+), Mcl-1(fl/+)",TBC,MCl-1 Project,Harvest (Back Skin),"Shih Han, Alex",
Confirmed,7103J13,Hogan/Mc1-1,23/11/2017,22/12/2017,Male,"Hogan(KI/+), Mcl-1(fl/+)",TBC,MCl-1 Project,Harvest (Back Skin),"Shih Han, Alex",
Confirmed,6670D04,Lgr5/Kai/TOMATO,22/9/2017,27/12/2017,Female,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",N/A,Liver Tumor Project,,Alex,
"For FACS, No Tail",6658A06,Lgr5-rttA-GFP,6/10/2017,5/1/2018,Male,Lgr5(T/+),N/A,TBC,,Hui San,
No Tail,7590B12,Krt5/Mcl-1,20/10/2017,13/1/2018,Female,"Krt5(+/+), Mcl-1(fl/fl)",N/A,MCl-1 Project,,Hui San,
No Tail,7590B13,Krt5/Mcl-1,20/10/2017,13/1/2018,Female,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,
Confirmed,7590C17,Krt5/Mcl-1,11/11/2017,13/1/2018,Male,"Krt5(T/+), Mcl-1(fl/+)",N/A,MCl-1 Project,,Hui San,
